CAL51,CAL120,BT549
,,MORN3
,,DLG3
,,RP11-367N14.2
,,FBXL4
,,ANXA2R
,,CPZ
,,MCM9
,,CHMP1A
,,USP42
,,GJB1
,,LRG_245
,,PHGDH
,,AHRR
,,ZDHHC18
,,TAS1R3
,,DAND5
,,CHD5
,,ECI1
,,CBX8
,,MIR3616
,,FOLR2
,,RNLS
,,AATK
,,MSH3
,,TEX29
,,DYSF
,,UCP1
,,GOLGA3
,,WI2-2942J8.1
,,PLCH2
,,OSBPL7
,,GSTM3
,,DNM2
,,PLOD1
,,WDR64
,,GRK6
,,GPA33
,,CAPN7
,,C9orf173
,,LINC01006
,,NSMCE1
,,P4HA1
,,GPR37L1
,,TRAFD1
,,USP2
,,TPTE2
,,DSE
,,SMIM22
,,SYT17
,,DPPA3
,,PLEKHH3
,,LCN8
,,MIR5189
,,LYRM1
,,AKAP9
,,LRG_331
,,TATDN2
,,TNFSF9
,,OTX1
,,FLRT2
,,SHKBP1
,,DESI1
,,SLC5A1
,,E2F2
,,AK4
,,FBN3
,,ECHDC1
,,FUNDC2P2
,,NBPF11
,,NBPF9
,,CD248
,,MIR126
,,CAMKK2
,,GPR162
,,IGSF8
,,HNF1A
,,LRG_522
,,RACGAP1
,,HNRNPH3
,,PSORS1C1
,,A1BG-AS1
,,TBX2
,,OMP
,,FAM151B
,,KDM2A
,,ATP5I
,,C19orf60
,,A2ML1
,,H19
,,LCTL
,,ACTC1
,,LRG_388
,,COMMD5
,,PKNOX1
,,RRAGC
,,HSF2
,,INTS1
,,XPO1
,,HMGCL
,,METTL20
,,ARHGEF25
,,DCAF11
,,HMGCR
,,SYNJ2
,,DDX60
,,MSX2P1
,,TCP11
,,CHRDL1
,,SNX9
,,MAEA
,,LINC01140
,,SUGP1
,,TLE1
,,CCT4
,,CABIN1
,,LRRC14B
,,OR1N1
,,PCDHA13
,,TNS1
,,ARL4C
,,PNP
,,LRG_91
,,KAZALD1
,,TBK1
,,TMEM45B
,,MS4A3
,,RNF187
,,AP1S3
,,CDCA4
,,SEMA4C
,,CCDC40
,,DENND5B-AS1
,,RP9
,,GLRB
,,ADAMTS20
,,C16orf59
,,ARHGAP26
,,PECR
,,VWA8
,,MIR4739
,,UCHL5
,,UBE2I
,,GK
,,COX7A1
,,CXXC11
,,LINC00933
,,SAR1B
,,FBXL19
,,DRD4
,,CCDC85A
,,SLC25A46
,,FBXW7
,,AARD
,,DAPK1
,,KCNC4
,,CAPS
,,SMIM19
,,MUC22
,,HMGA2
,,FBXL17
,,TPK1
,,LINC00551
,,TEX22
,,MUC13
,,MAP3K12
,,GPN3
,,CNIH1
,,PNOC
,,MIR4469
,,ZNF511
,,NAALAD2
,,USMG5
,,TEFM
,,POLR3A
,,TTLL12
,,SLC35F3
,,RCVRN
,,ZNF713
,,NXNL1
,,AP4E1
,,YPEL1
,,ZNF585A
,,ZNF878
,,EMILIN1
,,AP001053.11
,,ERH
,,RNU6ATAC
,,FTCD
,,TSC1
,,MIR200B
,,COX6B1
,,LINC00909
,,EDA
,,DLG5
,,CHIC2
,,PPIL4
,,SPSB3
,,MLXIPL
,,KCNE1
,,AP000322.53
,,LRG_290
,,PRRX1
,,ZMYND8
,,RALGAPB
,,NECAP2
,,PHYH
,,HYAL2
,,CTSO
,,HSPB11
,,ZSCAN21
,,FAM189B
,,CYS1
,,GUCA1C
,,PPM1D
,,MIR941-1
,,MIR941-2
,,TRIM26
,,NXPH1
,,EDARADD
,,C2orf68
,,RAP2C
,,RPS11
,,CARHSP1
,,GEMIN7
,,LGALS12
,,PPIA
,,MMP16
,,FAM50B
,,ME3
,,RPL3L
,,C11orf68
,,SCOC
,,C19orf73
,,GIMAP8
,,MIR4440
,,MIR339
,,ELMOD1
,,IL17RA
,,LRG_355
,,SYMPK
,,SETD9
,,S100A10
,,MAGEL2
,,HERC6
,,CLDN14
,,VPS72
,,HIST1H2AK
,,HIST1H2AI
,,HIST1H2AG
,,HIST1H2AL
,,HIST1H2AM
,,SNORD88B
,,MMP17
,,SGMS2
,,PHF19
,,NAB1
,,RBM45
,,MIR4655
,,SLC46A2
,,POU5F2
,,FAM170A
,,HERC2
,,KLF5
,,LPCAT2
,,SGCE
,,ETF1
,,TRAPPC12
,,NCOA6
,,VDR
,,RPS6KL1
,,KAT2A
,,LINC00881
,,PTPRF
,,CTF1
,,LRG_408
,,ZNF367
,,LINC01010
,,CAPN15
,,KCTD15
,,CBX3
,,BRI3
,,ZDHHC3
,,AGL
,,LMBRD2
,,SMOC2
,,ZIK1
,,ITIH5
,,SLC25A2
,,SENP2
,,BAZ1A
,,BHLHA15
,,TP53BP2
,,TWF2
,,YBX1
,,SNX7
,,LIMD1
,,RIF1
,,HIST3H3
,,HNF1B
,,RPUSD2
,,RFTN1
,,TRAIP
,,AZU1
,,HIF3A
,,TKTL2
,,WDR26
,,YPEL3
,,FAM102A
,,KCTD13
,,POMGNT2
,,SSH2
,,IRAK3
,,BIVM
,,SPRYD4
,,MIR1471
,,MICAL2
,,PPFIA1
,,DAZAP2
,,SRMS
,,HPD
,,SNORD115-22
,,DIP2C
,,TNFRSF25
,,C2orf54
,,ACOT7
,,RPTOR
,,ADCY6
,,SLC7A4
,,MINOS1
,,WDR59
,,LINC00398
,,YWHAB
,,NUDT6
,,SETD6
,,TMEM150C
,,CDC42EP1
,,MIR3123
,,EHBP1L1
,,C1QTNF6
,,OAS3
,,POLR3C
,,GLDC
,,LINC00661
,,TTLL10
,,INSIG1
,,FOXO3B
,,MFI2-AS1
,,ERCC2
,,LRG_461
,,UBE2R2
,,OSBPL9
,,SSC5D
,,ELMSAN1
,,ZNF423
,,CDK3
,,SPACA6P
,,BEX2
,,PNPT1
,,ATP6V0E1
,,TAMM41
,,ZACN
,,PSAP
,,ZFP69B
,,TNNT3
,,TRAK1
,,FANCG
,,LRG_499
,,SPNS1
,,GHRH
,,MIR1249
,,VEGFB
,,ACCS
,,CDK10
,,ANKRD37
,,TMEM86B
,,ITGB2
,,LRG_76
,,NAA40
,,GIPC3
,,CLMP
,,SURF1
,,ARHGEF17
,,SNORA66
,,BASP1P1
,,ADD2
,,HMGXB3
,,APOA1
,,KLHL24
,,COX8A
,,KCNG3
,,QPCT
,,CLSTN3
,,CREBBP
,,SRC
,,MS4A14
,,DNAJC16
,,LRRC4
,,CYC1
,,LTBP2
,,DDX5
,,AC005154.6
,,RELA
,,NPAP1
,,MIR3914-1
,,NPM1
,,LRG_458
,,NOTCH1
,,TMCC1
,,PMP22
,,LRG_263
,,C14orf2
,,ATP9B
,,MOK
,,COA3
,,CDK18
,,FUT2
,,IL6R
,,FANCE
,,LRG_498
,,MIR191
,,TBX10
,,CEBPB
,,FGD3
,,PRKAR2B
,,SEPW1
,,PSME4
,,SYCP3
,,KRTAP15-1
,,SSBP4
,,ASH1L
,,MIR99B
,,KIF16B
,,CD19
,,LRG_35
,,KLK13
,,DAZAP1
,,IARS
,,PPOX
,,KLHL2
,,ZNF668
,,HSD11B1L
,,ATP1A4
,,PIPOX
,,CFTR
,,CLPS
,,GAB2
,,PGPEP1
,,SHBG
,,KRTAP5-2
,,NAA20
,,CNOT6
,,MGAT1
,,UBN2
,,HS3ST3B1
,,SLC26A5
,,SLC35G2
,,PSAT1
,,ADIPOQ
,,IL18BP
,,HSD3B7
,,DYNLL2
,,PGPEP1L
,,MIR138-2
,,FAM57A
,,ZBTB20-AS1
,,ADCK5
,,DDA1
,,RNASEH2A
,,LRG_278
,,MAGEC2
,,NUAK2
,,C2orf70
,,PUM1
,,PVRL4
,,PCDHA1
,,DEPTOR
,,ADRM1
,,GLS
,,SLC39A8
,,SLC16A1
,,CT47B1
,,FAM186A
,,THAP7-AS1
,,HS6ST3
,,AKAP12
,,MIR1228
,,SHROOM2
,,PRSS23
,,ZNF816-ZNF321P
,,ZSCAN32
,,AMBRA1
,,PLCG2
,,LRG_376
,,BAX
,,GPHN
,,RPL8
,,PTBP3
,,HIST1H2BJ
,,CBR3
,,CNRIP1
,,FAM64A
,,AKAP8L
,,GNAI3
,,ZKSCAN7
,,MIR4530
,,COPS2
,,TOR4A
,,VAMP8
,,COG6
,,OGFR-AS1
,,LTA4H
,,UBASH3B
,,ALG2
,,LEPREL2
,,KLHL3
,,PPP1R13L
,,C1orf146
,,NTF4
,,HYKK
,,B4GALT1
,,GTF3C5
,,ATR
,,MOCOS
,,PCDH19
,,SLC31A2
,,CLUL1
,,UBAC2
,,DAAM1
,,TWIST2
,,LZTS3
,,FAM117A
,,SLC5A8
,,USP3-AS1
,,ZNF213
,,POMK
,,CREG1
,,TAP1
,,RP11-314C16.1
,,PIP5KL1
,,SCN1A
,,LRG_8
,,BMS1P20
,,PRUNE2
,,UPK3B
,,MIR4514
,,TOR1AIP1
,,FAM24B
,,MIR4498
,,TANC1
,,CDNF
,,ARHGEF10
,,LRG_234
,,TSPAN13
,,DBX2
,,IL1RN
,,LRG_188
,,ACTN1-AS1
,,MIR2278
,,ATOH8
,,FOXM1
,,LINC00869
,,RP11-219G17.4
,,COX14
,,CABP1
,,ZNF791
,,ABCC6
,,AOC4P
,,UQCR11
,,PTPMT1
,,RUNX2
,,YEATS4
,,BAG5
,,C19orf40
,,CENPA
,,LCAT
,,ABCC10
,,FLCN
,,LRG_325
,,CXCL6
,,CT45A2
,,CT45A5
,,AC240441.1
,,GMFB
,,MPDU1
,,PSMF1
,,OSTM1
,,TTC34
,,RINT1
,,PDE3A
,,TFR2
,,LECT1
,,LDLRAD4
,,GPR35
,,RNF157-AS1
,,TGFBI
,,ZNF77
,,CMBL
,,MDM4
,,ADRA2A
,,ATG2A
,,MORN4
,,AC093323.3
,,GOLGA2P7
,,RP11-561C5.4
,,MRPS21
,,RPF2
,,FAM134B
,,LRG_363
,,AMH
,,ELL
,,MIR4635
,,STAU1
,,SMAGP
,,L3MBTL3
,,CEP76
,,NDUFV1
,,RRM2B
,,OPN1LW
,,RPUSD1
,,HHEX
,,BCR
,,CYP26C1
,,B3GNT1
,,SVIL
,,RNF208
,,PPP1R16A
,,PPP2R3A
,,DIP2B
,,RRAGA
,,SCAND1
,,CIB2
,,GET4
,,PATZ1
,,PGM2L1
,,DNAAF1
,,LAMA5
,,SCYL3
,,SPATA13
,,RP11-309I15.1
,,FIGNL1
,,F11
,,MFSD6L
,,PTTG1IP
,,RAN
,,MAGEA1
,,SPDEF
,,COL16A1
,,PSMD12
,,SCN11A
,,EXOSC4
,,VWA7
,,SPIDR
,,KCNQ1
,,LRG_287
,,TNFSF12
,,TNFSF12-TNFSF13
,,CKAP5
,,RPS7
,,SLC25A23
,,KCNA5
,,USP25
,,PPP1R14D
,,TSEN34
,,ANKRD46
,,RMRP
,,LRG_163
,,ZNF165
,,ZSCAN31
,,SRSF11
,,ASCL2
,,MAPK11
,,TNFRSF10C
,,DNASE1L1
,,UBIAD1
,,PRAP1
,,PALM3
,,SERTAD4
,,TRMT61A
,,NAB2
,,LUC7L
,,BID
,,KCNE1L
,,KIF7
,,FLNB
,,TEX13B
,,C1QBP
,,HSBP1L1
,,KIF1B
,,LRG_252
,,ODF3
,,HS6ST2
,,DFNB31
,,SEL1L2
,,SNRPN
,,SNURF
,,PSD4
,,NCKAP1L
,,ARHGEF19
,,CNFN
,,MIR3187
,,RAD21-AS1
,,AMPD1
,,METTL7B
,,SLC27A5
,,VRK3
,,NBPF10
,,AC239811.2
,,PPP1R8
,,MAPK8IP2
,,ZDHHC16
,,ZNF239
,,C1orf86
,,DUSP22
,,AFG3L2
,,SCIN
,,TPI1
,,LSP1P3
,,TBC1D3
,,TBC1D3C
,,AK3
,,MSRB1
,,TMEM171
,,CPNE1
,,APOL6
,,C6orf165
,,GNG4
,,GGT1
,,GGTLC2
,,C10orf35
,,PRSS30P
,,MUC6
,,WDR38
,,PTPRK
,,RNF175
,,ZBTB7A
,,VASN
,,SNRNP70
,,HHIP
,,GPI
,,IZUMO2
,,GPN2
,,RUFY4
,,TRIM46
,,CDK20
,,FOSL2
,,CYFIP2
,,MT1JP
,,LMTK2
,,EPHX3
,,EVL
,,PDLIM7
,,C5orf47
,,ALDH1B1
,,SPTBN5
,,CRK
,,ZNF343
,,LGALS3BP
,,IPMK
,,MIR31HG
,,GCHFR
,,MORC3
,,PDE6G
,,RP11-290F5.2
,,KIAA0895L
,,MTMR10
,,C5orf58
,,NUDT13
,,CEP250
,,SAMD13
,,FBXL3
,,SMIM12
,,NFATC1
,,ASAP3
,,MRPL40
,,FAM83F
,,STRBP
,,GAS2
,,STH
,,CLDN4
,,SLMO2
,,UBE2W
,,MMP2
,,SIM1
,,TSPO2
,,ZNF749
,,AC006262.6
,,LSM14A
,,INSR
,,ZNRF2
,,USP49
,,ZNF296
,,HSP90AB1
,,SHROOM1
,,LHCGR
,,ADAP1
,,TSSC4
,,LINC00649
,,LRRC72
,,RNGTT
,,DTX2P1-UPK3BP1-PMS2P11
,,CD164
,,MIR3165
,,SLA
,,EBNA1BP2
,,HEG1
,,PLD3
,,C8orf58
,,PF4V1
,,ARHGEF11
,,ZNF571
,,KCNIP2
,,ABLIM3
,,TPM3
,,PPP1CA
,,ARSD
,,KLF2
,,ENOSF1
,,CLIC3
,,PTCH1
,,AC114812.5
,,DNAJB3
,,NDUFV3
,,TECPR2
,,ANKRD9
,,ETV2
,,SOD2
,,MIR219-1
,,hsa-mir-219a-1
,,PAX3
,,MAMSTR
,,RAPGEFL1
,,PDIK1L
,,LBR
,,ASPHD2
,,SH3BP4
,,PPA2
,,TTC28
,,GAS7
,,DRD2
,,RPL31
,,GRB10
,,TRAF3
,,LRG_229
,,DNAH12
,,ZBTB7C
,,CUL7
,,RPN1
,,AFF4
,,SQLE
,,ACTN4
,,CSRNP1
,,ADPRHL2
,,TWSG1
,,NT5C3B
,,NR1H3
,,DUSP8P5
,,SUMO1
,,TREML5P
,,TCL1A
,,GOLPH3
,,HENMT1
,,ZNF354C
,,SLC38A11
,,TES
,,KLC4
,,NUDT21
,,ZNF552
,,ZNF404
,,BSCL2
,,C1orf170
,,MISP
,,2-Mar
,,NAAA
,,PYGM
,,PLAT
,,MAGEB3
,,IFFO1
,,SEMA4G
,,TRADD
,,HOXB-AS1
,,GMPR
,,RFC3
,,ZNF205
,,BOD1L2
,,ERCC6L
,,GLT6D1
,,DOC2A
,,YKT6
,,LZTR1
,,LMAN1
,,LPAR1
,,THAP1
,,FOXR1
,,LINC00471
,,SLC6A8
,,OXT
,,CLEC17A
,,SETBP1
,,NEK10
,,CWF19L2
,,IRF4
,,MIR3132
,,TMEM115
,,THRB-AS1
,,CLDN18
,,FBXO46
,,SLC23A2
,,SLC4A11
,,IRF2BPL
,,C1QTNF8
,,TRPC7
,,GPR39
,,GNS
,,TRIM7
,,PRLH
,,SEC16B
,,ADM2
,,CNIH2
,,RPS6KA6
,,RNF166
,,FNBP1
,,OVOL3
,,GANAB
,,C8orf33
,,SETMAR
,,APOBEC3B
,,TEX9
,,SEC11C
,,USP21
,,FASTK
,,ENTPD1-AS1
,,ARPC5L
,,SPPL3
,,SLC12A5
,,RGL4
,,FAM83E
,,CRYL1
,,KCNQ1DN
,,ALPP
,,DDX20
,,CACNA1C-AS1
,,GZMH
,,ZFP42
,,ASPH
,,SIRPD
,,MMP14
,,INO80C
,,VSIG10
,,LINC00304
,,MIR5194
,,TBC1D3P5
,,AHCTF1P1
,,RECQL4
,,ZBTB14
,,PRDM4
,,NRTN
,,ADAMTS10
,,CCNL2
,,MARVELD2
,,CYSTM1
,,PSORS1C3
,,ACP6
,,ACVR2A
,,CNKSR2
,,TBR1
,,C3orf35
,,CALM2
,,CALM3
,,CALM1
,,CARD14
,,COL4A1
,,COPS6
,,MKL1
,,HTRA4
,,SNORD115-24
,,KCNH6
,,MYBL1
,,FOXRED2
,,TRIM45
,,BEGAIN
,,AR
,,PTRH1
,,SLC26A8
,,PKN3
,,NCL
,,DSCR9
,,AGMAT
,,CPN1
,,POU5F1P4
,,MIR3147
,,DOCK5
,,AIM1
,,NR2F6
,,RPL10A
,,SLC25A29
,,ANHX
,,C12orf42
,,RP5-855F14.1
,,EFNB2
,,ZBTB24
,,LRG_326
,,CTRB2
,,PAXIP1
,,LAMA4
,,LRG_433
,,SNAPC3
,,HIF1A
,,GGCT
,,PLXNB3
,,CCDC68
,,ZNF37BP
,,ARHGAP30
,,PIGO
,,ZNF197
,,OR10H1
,,PHF10
,,SAPCD2
,,RP11-467L20.10
,,AASS
,,RPS23
,,POLR2M
,,PCSK1N
,,CUX1
,,DNAJC13
,,PARD6G
,,PELI1
,,C1orf21
,,RAX
,,SETX
,,LRG_268
,,C10orf10
,,RAB7L1
,,KRTAP5-1
,,C5orf51
,,KLK6
,,RANBP2
,,TMEM242
,,RNF139
,,QRICH1
,,UNC93B1
,,LRG_123
,,NOTCH3
,,RPIA
,,GSK3A
,,PCDHGA12
,,ELK3
,,ABHD14B
,,GDPD5
,,SPG7
,,LRRC24
,,MORC4
,,PHLDB1
,,MIR4746
,,ZYG11A
,,CD8A
,,LRG_44
,,RAB40B
,,TERT
,,LRG_343
,,LAMC1
,,PIP4K2B
,,SMIM17
,,ZNF169
,,MZT2A
,,MIR4784
,,RNF222
,,FRMPD2
,,STX2
,,KIRREL3
,,PLCB2
,,SH3GLB1
,,MIA3
,,ATF6B
,,COX6A1
,,PAK1
,,COPS3
,,CCNA1
,,SNORD41
,,OCA2
,,FKBP11
,,IL33
,,MYO16
,,MDGA1
,,SPRED3
,,AC005789.11
,,PRKG1
,,WNT5A
,,COL1A1
,,LRG_1
,,EPB41L2
,,CHD6
,,FAM171B
,,MIR671
,,CHST6
,,L1TD1
,,PCDHA7
,,SLC28A1
,,DFFA
,,LY6G5B
,,NR1H2
,,SYNCRIP
,,INCA1
,,ISPD
,,ATG16L2
,,HS6ST1
,,ARHGAP25
,,MNT
,,CTD-2554C21.2
,,NGFRAP1
,,COL4A2-AS1
,,STIP1
,,MIR33A
,,CLDND1
,,MTO1
,,COX10
,,KLHDC7B
,,KRBA1
,,PROM2
,,PTPN6
,,SIPA1L1
,,BIRC6
,,C17orf74
,,PMS2P3
,,BRS3
,,KCNB1
,,NRN1L
,,DDHD2
,,NFRKB
,,MAPK1
,,ASL
,,MAU2
,,MXRA7
,,UCK1
,,JAGN1
,,MTURN
,,CXCR5
,,RGMA
,,TMEM160
,,PTPN3
,,SLC3A2
,,ATG16L1
,,CBX4
,,VWA3B
,,CORO7-PAM16
,,MIR4513
,,KRT18P55
,,BLOC1S3
,,PPIE
,,EXOSC5
,,ATP2A1
,,EXOC8
,,LRAT
,,LAD1
,,GLTP
,,RFC2
,,NHP2L1
,,C1orf94
,,SCNN1D
,,SYT9
,,LINC00940
,,PLCG1
,,MAGEC3
,,GRINA
,,IL17F
,,LRG_356
,,NSRP1
,,CSAD
,,FOXI1
,,ILVBL
,,INPP4B
,,MECR
,,NXPH2
,,PAAF1
,,VCPKMT
,,RP11-430G17.1
,,NDUFB10
,,MOGAT3
,,NUDT16P1
,,TET2
,,DCUN1D1
,,PPT2
,,EGFL8
,,RSL1D1
,,SLC25A28
,,LINC00634
,,LMAN2
,,CYP2A7
,,NRBP2
,,VAC14-AS1
,,MEIG1
,,BRCA1
,,LRG_292
,,INSL5
,,VCP
,,CDK5RAP1
,,BEX4
,,TMEM147
,,AGPAT4
,,CNTN2
,,PFN2
,,SRRM3
,,ZNF665
,,FBXO16
,,FBXL22
,,PSPN
,,TMED1
,,FCRLA
,,SEMA4A
,,DNAJC4
,,ADM5
,,HLA-L
,,RP11-705C15.2
,,AS3MT
,,SLCO2B1
,,MIR369
,,TMEM101
,,TEAD2
,,BGN
,,CLDN19
,,C1orf141
,,CTSK
,,C1orf106
,,LINC00954
,,SLC2A8
,,SOCS2
,,TBL3
,,TEC
,,CWF19L1
,,ROBO1
,,INS-IGF2
,,RP11-463J7.2
,,MIR3155A
,,TAF12
,,ITGA2B
,,TRAF4
,,PLIN2
,,DIAPH1
,,ATP13A2
,,CREBL2
,,ZCCHC6
,,CSGALNACT2
,,MIR4284
,,SEC22C
,,CDH7
,,FARP1
,,PLA2G4F
,,PCDHGA7
,,CALCB
,,SNORA15
,,RASA2
,,RAX2
,,RABGGTA
,,ZNF141
,,ROGDI
,,LRG_455
,,FBXO4
,,SLC25A44
,,RNF219-AS1
,,C19orf24
,,SPATA33
,,CARNS1
,,RASGEF1C
,,NPRL3
,,MAD2L2
,,ZNF282
,,ARHGEF7
,,CENPV
,,SEC22A
,,FAM102B
,,BZW1
,,C12orf40
,,PRSS50
,,DDX60L
,,PPP1R26
,,CCDC105
,,ZNF264
,,C17orf96
,,RNF113B
,,MIR4321
,,GSTT1
,,HIPK4
,,SKA1
,,NXF3
,,USP35
,,TAX1BP1
,,EIF2B3
,,ZAR1
,,NIPA1
,,G3BP1
,,DGCR6L
,,TLR9
,,IMP3
,,RP11-310P5.1
,,SMARCA5
,,PRC1-AS1
,,SLC25A34
,,MAP4K2
,,ASB13
,,C7orf72
,,FEM1C
,,IZUMO1
,,BOLL
,,TLE3
,,MAPK8IP1
,,FLYWCH2
,,LETM1
,,RP11-46C24.3
,,TOM1L1
,,MXRA5
,,TMX3
,,MFGE8
,,ZNF454
,,PRLHR
,,LOXHD1
,,SNX8
,,PROSC
,,LDLRAD3
,,CDV3
,,MMRN2
,,FSCN2
,,PPP1R14B
,,EEPD1
,,MIR1470
,,DGCR14
,,ABHD11
,,MGAT2
,,SLC6A6
,,ADH5
,,NUP93
,,ZFR2
,,DCAF10
,,RABEP1
,,STEAP1B
,,PTH2R
,,GNG7
,,ZNF252P-AS1
,,MIR4706
,,NEK8
,,NLGN3
,,LINC01115
,,LATS2
,,CTNNA1
,,GP6
,,MRGPRF
,,S100A2
,,RIMS3
,,STX3
,,PARK7
,,TMEM136
,,SLC2A9
,,ZNF584
,,MST1
,,AP3S1
,,TERF2
,,SCIMP
,,SGK223
,,C9orf117
,,HEATR5A
,,CORO1B
,,SMPD3
,,SSFA2
,,IGF1R
,,SLCO3A1
,,KLF17
,,C3orf67
,,TMEM119
,,ZNF623
,,HIGD1A
,,DNAJB12
,,ERO1LB
,,ATP1B3
,,CTD-2206N4.4
,,1-Sep
,,PMPCA
,,CHST3
,,SERINC3
,,CEPT1
,,NAMA
,,DIMT1
,,TRIM14
,,HLA-DRA
,,MAOB
,,BMPR1A
,,LRG_298
,,MIR4503
,,MEDAG
,,CLCN4
,,ABCD3
,,NRARP
,,ANGPTL2
,,LIF
,,HELZ
,,SPN
,,CC2D1A
,,CCNDBP1
,,CABP2
,,UCHL3
,,RPL5
,,PDIA3
,,CRISPLD2
,,DDX24
,,ZNRF4
,,UNC45A
,,HOXB7
,,POLRMT
,,STRIP2
,,PEX26
,,ZNF382
,,APLNR
,,KRI1
,,MRPL52
,,CBLN4
,,FLOT2
,,RNF167
,,SH3RF3
,,S100A12
,,ANKRD27
,,TMA16
,,DUSP10
,,C1orf112
,,PRMT8
,,TRIM62
,,C3orf62
,,MIR4271
,,SPATA20
,,DEFB124
,,HIC1
,,CDC20B
,,SYNE4
,,LRP8
,,MSRA
,,SCN9A
,,LRG_369
,,FOXB1
,,RWDD4
,,ZNF627
,,FAM120A
,,ZNF260
,,LRRC37A5P
,,ZFP91
,,EFCAB2
,,WDR88
,,MAPK8
,,LINC00264
,,SLC37A2
,,KIAA1210
,,LINC00494
,,MIR185
,,SNX21
,,ZSCAN4
,,MIR1226
,,EIF5A
,,PIAS1
,,TRIP6
,,TNFAIP2
,,ARFGAP1
,,IRX2
,,C12orf61
,,ERCC5
,,LRG_464
,,PPFIA4
,,ZNF132
,,C8orf59
,,HIGD1C
,,PLEKHG2
,,ZNF385D
,,SCRIB
,,ZC3H3
,,CCDC166
,,DDX6
,,SRCRB4D
,,NDUFB2
,,GSTT2
,,GSTT2B
,,HBS1L
,,IL22RA1
,,FKBP9
,,LINC00626
,,GPRC5C
,,PRKACB
,,SOX30
,,TLR5
,,AGAP1
,,USP29
,,ZNF782
,,GRPEL1
,,PCMTD1
,,ANKRD13B
,,ACKR2
,,GPR126
,,FSTL3
,,BRPF1
,,MIR4681
,,ZNF786
,,MIR210HG
,,PFN3
,,ADI1
,,CACNA1G
,,CDH11
,,IDO1
,,N4BP2L2
,,WNT3
,,KIAA0586
,,PTPRG
,,DNAJB8-AS1
,,ODF3L2
,,MESP2
,,SLC12A7
,,IMPA1
,,C9orf64
,,SEC23A
,,GALNT18
,,AP1M2
,,DHX16
,,VAMP3
,,SOST
,,CLDN3
,,SIM2
,,PIN1
,,TPRN
,,LYL1
,,IGF2BP3
,,MIR3177
,,ZNF835
,,PUF60
,,ST8SIA1
,,FSCN1
,,TULP1
,,ZBTB8A
,,PFKP
,,PAPPA
,,ARAP3
,,GOLGA7
,,FGF18
,,ANKRD42
,,ARHGAP33
,,T
,,MAGEB1
,,PRG4
,,ACTN1
,,ANKH
,,ZFYVE20
,,ZDHHC8P1
,,KLC3
,,CALCA
,,LRG_13
,,SLC38A7
,,SRP54
,,AL359736.1
,,RNF123
,,ZNF57
,,VAMP5
,,FBXL18
,,SIDT2
,,RNASET2
,,CELF5
,,LPCAT1
,,KIAA0754
,,SEH1L
,,FAM86C1
,,LDHB
,,TWIST1
,,TBKBP1
,,PRKAG2
,,TACSTD2
,,EFNA3
,,SLC6A5
,,S100Z
,,KLHDC8B
,,MIR760
,,PGBD3
,,ERCC6-PGBD3
,,TMSB10
,,NPAS3
,,PNMA1
,,MYC
,,ZNF680
,,NME4
,,SSTR5-AS1
,,NSMAF
,,SNRPD1
,,KMT2B
,,RIPK1
,,PDE1C
,,MIER3
,,WDSUB1
,,IZUMO3
,,NR1D2
,,MAP3K13
,,GNG13
,,SNORD37
,,PDCL
,,CAMKMT
,,ANKRD20A11P
,,ZNF22
,,EIF2A
,,FAT2
,,CERS2
,,PALM
,,DIRAS1
,,HILPDA
,,SUSD1
,,SLC29A1
,,JUP
,,TMEM247
,,S1PR4
,,PNKD
,,RHBDF2
,,PSMD8
,,TCF19
,,ACVRL1
,,POLR2J
,,POLR2J3
,,SMIM13
,,CNNM4
,,LHB
,,TEAD3
,,UTF1
,,SYN3
,,PPTC7
,,THOC1
,,KRT19
,,ZNF471
,,RHEBL1
,,CCDC85C
,,RBM34
,,HSPB7
,,TRIB1
,,CYP1B1
,,OGFRL1
,,MIR96
,,AFG3L1P
,,LRRC8B
,,MIR4786
,,FBXL20
,,CAND2
,,FHOD3
,,PCDHGA6
,,MIR92B
,,NOL9
,,C1RL-AS1
,,TIRAP
,,RERG
,,NMT2
,,FCGRT
,,RHOF
,,NR0B2
,,RAB36
,,MOSPD1
,,TJP2
,,KCNIP3
,,WDR78
,,RAB34
,,TRIM41
,,ATP1A1OS
,,RINL
,,PIGL
,,FGF8
,,SRPR
,,TACC1
,,BCLAF1
,,LNP1
,,EEF1D
,,KLC1
,,RP11-73M18.2
,,PRSS42
,,MEIS1
,,OR5AC2
,,LINC00221
,,PDCD5
,,TRMT1
,,SLC25A47
,,C8G
,,PLCB1
,,DGKH
,,KIAA0947
,,SRSF9
,,GALR3
,,UBE2E3
,,KLHL12
,,TTC4
,,NSUN5P2
,,NSUN5P1
,,ZC3H4
,,VDAC1P1
,,VDAC1
,,ZBTB10
,,AC068858.1
,,NECAB2
,,CA4
,,RP11-701P16.5
,,CHRNB2
,,FAM208B
,,FNBP1L
,,RHOB
,,GIT1
,,CDC25B
,,EPN3
,,OOEP
,,ZNF99
,,AHDC1
,,NEURL3
,,USP45
,,CORO6
,,MTRNR2L4
,,USP19
,,CROCCP3
,,GALNT11
,,NACC1
,,TUG1
,,EFHD2
,,MIR631
,,RYR1
,,RAB8A
,,9-Mar
,,ABHD4
,,SIX1
,,LTBP3
,,ZNF696
,,PVRIG
,,POTEC
,,BX072566.1
